"subject"
"http://openenergy-platform.org/ontology/oeo/imports/iao-extracted.owl#IAO_00000000_added_new_class_to_iao_swj"
"http://openenergy-platform.org/ontology/oeo/imports/iao-extracted.owl#IAO_00000000_new_class_not_merged_to_dev"
"http://openenergy-platform.org/ontology/oeo/imports/iao-extracted.owl#IAO_00000000_1"
"http://purl.obolibrary.org/obo/IAO_0000129"
"http://purl.obolibrary.org/obo/IAO_0000005"
"http://purl.obolibrary.org/obo/IAO_0000584"
"http://purl.obolibrary.org/obo/IAO_0000402"
"http://purl.obolibrary.org/obo/IAO_0000314"
"http://purl.obolibrary.org/obo/IAO_0000098"
"http://purl.obolibrary.org/obo/IAO_0000311"
"http://purl.obolibrary.org/obo/IAO_0000400"
"http://purl.obolibrary.org/obo/IAO_0000592"
"http://purl.obolibrary.org/obo/OBI_0500000"
"http://purl.obolibrary.org/obo/IAO_0000401"
"http://purl.obolibrary.org/obo/IAO_0000007"
"http://purl.obolibrary.org/obo/IAO_0000013"
"http://purl.obolibrary.org/obo/IAO_0000593"
"http://purl.obolibrary.org/obo/IAO_0000591"
"http://purl.obolibrary.org/obo/IAO_0000595"
"http://purl.obolibrary.org/obo/IAO_0000594"
"http://purl.obolibrary.org/obo/IAO_0000403"
"http://purl.obolibrary.org/obo/BFO_0000031"
"http://purl.obolibrary.org/obo/BFO_0000001"
"http://purl.obolibrary.org/obo/IAO_0000030"
"http://purl.obolibrary.org/obo/IAO_0000582"
"http://purl.obolibrary.org/obo/IAO_0000109"
"http://openenergy-platform.org/ontology/oeo/imports/iao-extracted.owl#IAO_00005901"
"http://purl.obolibrary.org/obo/IAO_0000590"
