"first_commit","second_commit","first_commit_time","first_commit_title","operation","location","diff","alternate_of_first_commit","ontology_raw_file_url","s","p","o"
"https://example.org/history/ab372da5698287bdb2c3f3b107ae982ab650e98a","https://example.org/history/e561557b38ce668d5f76223fee4ff807624ca2c1","2024-10-19T18:34:07Z","added_new_IAO_00000000_1_class","http://openenergy-platform.org/ontology/oeo/imports/iao-extracted.owl#01cef5c8edd027b8c1051b5dcd631c4d_addR","http://openenergy-platform.org/ontology/oeo/imports/iao-extracted.owl#01cef5c8edd027b8c1051b5dcd631c4d_addR_location","https://example.org/01cef5c8edd027b8c1051b5dcd631c4d_addR","http://openenergy-platform.org/ontology/oeo/imports/iao-extracted.owl#nenadkrdzavac_iao-ontology_dev_src_ontology_imports_iao-extracted-swj","https://raw.githubusercontent.com/nenadkrdzavac/iao-ontology/dev/src/ontology/imports/iao-extracted-swj.owl","http://openenergy-platform.org/ontology/oeo/imports/iao-extracted.owl#IAO_00000000_1","http://www.w3.org/2000/01/rdf-schema#subClassOf","http://www.w3.org/2002/07/owl#Thing"
